"REGISTRATION","VALID_SINCE","VALID_UNTIL","AC_OPERATOR","AC_OWNER","AC_SUBTYPE","AC_LOGICAL_NO","AC_STATE","DRY_OPERATING_WGT","MAX_TAKEOFF_WGT","CARGO_CAPACITY","FUEL_CAPACITY","AVG_FUEL_CONSUMP","AC_INDEX","CREWSIZE_COCKPIT","CREWSIZE_CABIN","STD_VERSION","AP_RESTRICTION","AC_OWNER_NAME","AC_SUBTYPE_NAME","AC_CATEGORY","REMARK","FUEL_MEASURE_UNIT","AC_CALLSIGN","RADIO","NOISE","PHONE","SPECIAL_EQUIPMENT","ACARS","ALT_REG","RECORD_ID","LAST_UPDATE","LAST_UPDATE_USER_ID","STD_VERSION_ALT_1","STD_VERSION_ALT_2","STD_VERSION_ALT_3","STD_VERSION_ALT_4","ILS_EQUIPMENT","AUTOLAND","HOMEBASE"
"BLRG",01-JAN-17,31-DEC-17,"CX ","CX","35G",7,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633727,02-MAR-22,"netline","","","","","I","Y",""
"BLRG",01-JAN-18,31-DEC-35,"CX ","CX","35G",7,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633728,02-MAR-22,"netline","","","","","I","Y",""
"BLRI",01-JAN-17,31-DEC-17,"CX ","CX","35G",9,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633729,02-MAR-22,"netline","","","","","I","Y",""
"BLRI",01-JAN-18,31-DEC-35,"CX ","CX","35G",9,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633730,02-MAR-22,"netline","","","","","I","Y",""
"BLRJ",01-JAN-17,31-DEC-17,"CX ","CX","35G",10,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633731,02-MAR-22,"netline","","","","","I","Y",""
"BLRJ",01-JAN-18,31-DEC-35,"CX ","CX","35G",10,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633732,02-MAR-22,"netline","","","","","I","Y",""
"BLRK",01-JAN-17,31-DEC-17,"CX ","CX","35G",11,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633733,02-MAR-22,"netline","","","","","I","Y",""
"BLRK",01-JAN-18,31-DEC-35,"CX ","CX","35G",11,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633734,02-MAR-22,"netline","","","","","I","Y",""
"BLRL",01-JAN-17,31-DEC-17,"CX ","CX","35G",12,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633735,02-MAR-22,"netline","","","","","I","Y",""
"BLRL",01-JAN-18,31-DEC-35,"CX ","CX","35G",12,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633736,02-MAR-22,"netline","","","","","I","Y",""
"BLRM",01-JAN-17,31-DEC-17,"CX ","CX","35G",13,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633737,02-MAR-22,"netline","","","","","I","Y",""
"BLRM",01-JAN-18,31-DEC-35,"CX ","CX","35G",13,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633738,02-MAR-22,"netline","","","","","I","Y",""
"BLRN",01-JAN-18,31-DEC-35,"CX ","CX","35G",14,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633739,02-MAR-22,"netline","","","","","I","Y",""
"BLRO",01-JAN-18,31-DEC-35,"CX ","CX","35G",15,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633740,02-MAR-22,"netline","","","","","I","Y",""
"BLRP",01-JAN-18,31-DEC-35,"CX ","CX","35G",16,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633741,02-MAR-22,"netline","","","","","I","Y",""
"BLRQ",01-JAN-18,31-DEC-35,"CX ","CX","35G",17,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633742,02-MAR-22,"netline","","","","","I","Y",""
"BLRR",01-JAN-18,31-DEC-35,"CX ","CX","35G",18,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633743,02-MAR-22,"netline","","","","","I","Y",""
"BLRS",01-JAN-18,31-DEC-35,"CX ","CX","35G",19,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633744,02-MAR-22,"netline","","","","","I","Y",""
"BLRT",01-JAN-18,31-DEC-35,"CX ","CX","35G",20,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633745,02-MAR-22,"netline","","","","","I","Y",""
"BLRU",01-JAN-18,31-DEC-35,"CX ","CX","35G",21,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633746,02-MAR-22,"netline","","","","","I","Y",""
"BLRV",01-JAN-18,31-DEC-35,"CX ","CX","35G",22,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633747,02-MAR-22,"netline","","","","","I","Y",""
"BLRX",01-JAN-18,31-DEC-35,"CX ","CX","35G",24,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633748,02-MAR-22,"netline","","","","","I","Y",""
"BHSO",01-SEP-16,31-OCT-20,"KA ","KA","320",11,"R",44088,75500,0,0,0,300,0,0,"STN","N","KA                            ","320                           ","J","-                                                                               ","kg ","","",,"","","V","",633756,02-MAR-22,"netline","","","","","I","Y",""
"BLAI",01-JAN-18,17-MAY-18,"CX ","CX","33K",13,"R",124887,233000,0,0,0,70,0,0,"STN","N","CATHAY PACIFIC                ","33K                           ","J","39J/21W/191Y = 251  / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633757,02-MAR-22,"netline","","","","","I","Y",""
"BLDU",01-AUG-22,31-DEC-35,"LD ","LD","A3F",5,"R",0,217000,59500,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.                                                                    ","kg ","","",,"","","","",676519,25-JUL-22,"netline","","","","","I","Y",""
"BLAD",17-OCT-22,31-DEC-35,"CX ","CX","33J",5,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33J                           ","J","28J/265Y = 293                                                                  ","kg ","","",,"","","","",687434,10-OCT-22,"netline","","","","","I","Y",""
"BLDV",15-DEC-22,31-DEC-35,"LD ","LD","A3F",6,"R",0,217000,59500,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.                                                                    ","kg ","","",,"","","","",51511,12-DEC-22,"iocrml","","","","","I","Y",""
"BHPN",24-DEC-22,31-DEC-35,"CX ","CX","32Q",8,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",51481,09-DEC-22,"iocstn","","","","","I","Y",""
"BKQF",13-JAN-23,31-DEC-35,"CX ","CX","77K",27,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","S","",51508,12-DEC-22,"iocrml","","","","","I","Y",""
"BHYJ",27-FEB-23,31-DEC-35,"CX ","CX","33A",2,"R",0,0,0,0,0,45,0,0,"STN","N","CX                            ","33A                           ","J","50J/230Y=280                                                                    ","kg ","","",,"","","","",51984,28-MAR-25,"iocltm","","","","","I","Y",""
"BHYI",27-FEB-23,31-DEC-35,"CX ","CX","33A",3,"R",0,0,0,0,0,45,0,0,"STN","N","CX                            ","33A                           ","J","50J/230Y=280                                                                    ","kg ","","",,"","","","",51985,28-MAR-25,"iocltm","","","","","I","Y",""
"BLAQ",18-MAR-23,31-DEC-35,"CX ","CX","33J",6,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33J                           ","J","28J/265Y = 293                                                                  ","kg ","","",,"","","","",52079,10-FEB-23,"iocrml","","","","","I","Y",""
"BHPP",22-MAR-23,31-DEC-35,"CX ","CX","32Q",10,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",52386,22-FEB-23,"iocstn","","","","","I","Y",""
"BHPI",01-JUN-22,31-DEC-35,"CX ","CX","32Q",7,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",667475,15-MAY-22,"netline","","","","","I","Y",""
"BKQQ",07-NOV-22,04-DEC-25,"CX ","CX","77K",23,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","","",50725,17-SEP-25,"iocltm","","","","","I","Y",""
"BKPY",26-OCT-22,31-DEC-35,"CX ","CX","77K",1,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","S","",690023,25-OCT-22,"netline","","","","","I","Y",""
"BKPO",06-OCT-24,31-DEC-35,"CX ","CX","77J",1,"R",169359,351534,0,0,0,110,0,0,"STN","N","CX                            ","77J                           ","J","45J/48W/268Y=361                                                                ","kg ","","",,"","","S","",57822,09-JAN-25,"iocltm","","","","","I","N",""
"BLDZ",19-MAY-24,31-DEC-35,"LD ","LD","A3F",13,"R",0,233000,61000,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.  ROLLS-ROYCE TREND 772B-60                                         ","kg ","","",,"","","","",56388,19-MAY-24,"iocstn","","","","","I","Y",""
"BKQH",21-JAN-25,31-DEC-35,"CX ","CX","77J",5,"R",168756,351534,0,0,0,110,0,0,"STN","N","CX                            ","77J                           ","J","45J/48W/268Y=361                                                                ","kg ","","",,"","","S","",58515,21-JAN-25,"iocltm","","","","","I","N",""
"BKPX",20-JUL-25,31-DEC-35,"CX ","CX","77J",4,"R",168746,351534,0,0,0,110,0,0,"STN","N","CX                            ","77J                           ","J","45J/48W/268Y=361                                                                ","kg ","","",,"","","S","",63663,28-MAY-25,"iocltm","","","","","I","N",""
"BHPJ",13-APR-23,31-DEC-35,"CX ","CX","32Q",11,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",52941,23-MAR-23,"iocbyc","","","","","I","Y",""
"BHYG",14-MAR-24,31-DEC-35,"CX ","CX","33A",4,"R",0,0,0,0,0,45,0,0,"STN","N","CX                            ","33A                           ","J","50J/230Y=280                                                                    ","kg ","","",,"","","","",55630,28-MAR-25,"iocltm","","","","","I","Y",""
"EILDC",01-JUN-24,31-DEC-35,"LD ","LD","ABF",4,"R",80308,170500,0,0,0,280,0,0,"VVSTN","N","ASL                           ","ABF                           ","J","-                                                                               ","kg ","","",,"","","S","",56502,27-MAY-24,"iocltm","","","","","I","Y",""
"EILDD",01-JUN-24,31-DEC-35,"LD ","LD","ABF",5,"R",80308,170500,0,0,0,280,0,0,"VVSTN","N","ASL                           ","ABF                           ","J","-                                                                               ","kg ","","",,"","","S","",56503,27-MAY-24,"iocltm","","","","","I","Y",""
"BHPK",10-JUN-23,31-DEC-35,"CX ","CX","32Q",12,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",53303,16-MAY-23,"iocrml","","","","","I","Y",""
"BLQG",01-AUG-23,31-DEC-35,"CX ","CX","35G",31,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",53777,12-JUL-23,"iocrml","","","","","I","Y",""
"BLDW",01-AUG-23,31-DEC-35,"LD ","LD","A3F",7,"R",0,217000,59500,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.                                                                    ","kg ","","",,"","","","",53804,19-JUL-23,"iocrml","","","","","I","Y",""
